X,Y,OBJECTID,DFGCONTROL,OESNUMBER,DATEOFINCI,TIMEOFINCI,INLANDMARI,SPECIFICLO,WATER,WATERWAY,LOCALECITY,LOCALECOUN,LATITUDE,LONGITUDE
-13046829.3238,3859219.3619,291,08FG1134,08-2157,2008/03/18 00:00:00+00,1833,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.727719,-117.20165
-13047140.3506,3859521.2022,292,08FG1721,08-3461,2008/05/13 00:00:00+00,0830,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.73,-117.204444
-13047211.1495,3854931.7063,293,08FG3691,08-8391,2008/11/23 00:00:00+00,0620,Marine,Marine,Yes,"San Diego Harbor, Tributary of the Pacific Ocean",San Diego,San Diego,32.695311,-117.20508
-13047273.0434,3859051.0438,294,08FG2461,08-5405,2008/07/24 00:00:00+00,1534,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.726447,-117.205636
-13047273.0434,3859051.0438,295,08FG2470,08-5429,2008/07/25 00:00:00+00,0913,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.726447,-117.205636
-13047281.0584,3859000.6283,296,08FG1802,08-3656,2008/05/21 00:00:00+00,1245,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.726066,-117.205708
-13047455.1621,3859281.1584,297,08FG1815,08-3692,2008/05/22 00:00:00+00,1500,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.728186,-117.207272
-13047455.1621,3859281.1584,298,08FG1817,08-3694,2008/05/22 00:00:00+00,1954,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.728186,-117.207272
-13047469.9676,3858891.4615,299,08FG2970,08-6589,2008/09/09 00:00:00+00,1340,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.725241,-117.207405
-13047618.6907,3864444.1044,300,08FG3057,08-6802,2008/09/17 00:00:00+00,1500,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.767194,-117.208741
-13047691.3825,3864663.9981,301,08FG2618,08-5769,2008/08/09 00:00:00+00,0600,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.768855,-117.209394
-13047874.1685,3855617.3248,302,08FG4011,08-9071,2008/12/21 00:00:00+00,1755,Inland,Fresh Water,Yes,Storm Drain,Coronado,San Diego,32.700494,-117.211036
-13047981.4807,3858780.1785,303,08FG1280,08-2478,2008/04/01 00:00:00+00,1653,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.7244,-117.212
-13048042.0418,3911494.7924,304,08FG0958,08-1748,2008/03/01 00:00:00+00,1030,Inland,Fresh Water,Yes,"Storm Drain, directly into Lake San Marcos",Unincorporated county area,San Diego,33.121891,-117.212544
-13048098.3662,3859087.433,305,08FG1173,08-2237,2008/03/21 00:00:00+00,1720,Marine,Marine,Yes,Harbor Island West,San Diego,San Diego,32.726722,-117.21305
-13048533.7403,3915334.6052,306,08FG2472,08-5431,2008/07/25 00:00:00+00,0745,Inland,Fresh Water,Yes,storm drain,Vista,San Diego,33.150775,-117.216961
-13048949.6399,4066869.2376,307,08FG0208,08-0310,2008/01/09 00:00:00+00,0001,Inland,Fresh Water,Yes,Dry Creek Bed-unnamed plant creek,Lake Arrowhead,San Bernardino,34.283022,-117.220697
-13048952.0889,4066871.1237,308,08FG0651,08-1080,2008/01/27 00:00:00+00,0810,Inland,Fresh Water,Yes,unnamed creek/Grass Valley Creek,Lake Arrowhead,San Bernardino,34.283036,-117.220719
-13048983.0219,3851663.428,309,08FG3495,08-7884,2008/11/02 00:00:00+00,1101,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.6706,-117.220997
-13048988.9222,3858109.7245,310,08FG3724,08-8457,2008/11/25 00:00:00+00,1830,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.719333,-117.22105
-13049018.8803,4061324.3249,311,08FG2088,08-4305,2008/06/17 00:00:00+00,2010,Inland,Fresh Water,Yes,Storm drain to Lake Arrowhead,Twin Peaks,San Bernardino,34.241855,-117.221319
-13049119.3887,3857867.1955,312,08FG3431,08-7734,2008/10/27 00:00:00+00,0728,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.7175,-117.222222
-13049219.9102,3857596.2252,313,08FG1317,08-2568,2008/04/04 00:00:00+00,1455,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.715452,-117.223125
-13049330.5619,3858924.939,314,08FG0979,08-1805,2008/03/03 00:00:00+00,1925,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.725494,-117.224119
-13049332.458,3918383.1341,315,08FG3626,08-8215,2008/11/14 00:00:00+00,1530,Inland,Fresh Water,Yes,creek,Vista,San Diego,33.1737,-117.224136
-13049366.0728,3857860.183,316,08FG2874,08-6356,2008/08/30 00:00:00+00,1145,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.717447,-117.224438
-13049382.7712,3867639.1215,317,08FG2685,08-5928,2008/08/13 00:00:00+00,1700,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.791325,-117.224588
-13049383.7725,3857603.6344,318,08FG0236,08-0372,2008/01/11 00:00:00+00,1135,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.715508,-117.224597
-13049408.8194,3857880.6913,319,08FG2102,08-4332,2008/06/18 00:00:00+00,1440,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.717602,-117.224822
-13049443.7738,3858079.9539,320,08FG0055,08-0066,2008/01/04 00:00:00+00,1055,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.719108,-117.225136
-13049460.6943,3857646.6347,321,08FG2406,08-5287,2008/07/19 00:00:00+00,1045,Marine,Marine,Yes,Shelter Island Bay,San Diego,San Diego,32.715833,-117.225288
-13049460.6943,3857646.6347,322,08FG0766,08-1325,2008/02/14 00:00:00+00,1030,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.715833,-117.225288
-13049460.6943,3857646.6347,323,08FG2868,08-6348,2008/08/30 00:00:00+00,0730,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.715833,-117.225288
-13049460.6943,3857646.6347,324,08FG2247,08-4889,2008/07/02 00:00:00+00,2030,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.715833,-117.225288
-13049505.2221,3857712.3923,325,08FG2436,08-5350,2008/07/22 00:00:00+00,1050,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.71633,-117.225688
-13049505.2221,3857712.3923,326,08FG2076,08-4259,2008/06/16 00:00:00+00,0915,Marine,Marine,Yes,"Shelter Island Basin, Tributary to San Diego Bay",San Diego,San Diego,32.71633,-117.225688
-13049513.9051,3858069.6334,327,08FG0771,08-1334,2008/02/14 00:00:00+00,1214,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.71903,-117.225766
-13049540.5104,3858060.1068,328,08FG1714,08-3447,2008/05/12 00:00:00+00,1540,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.718958,-117.226005
-13049540.5104,3858060.1068,329,08FG3176,08-7065,2008/09/29 00:00:00+00,1430,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.718958,-117.226005
-13049540.5104,3858060.1068,330,08FG2882,08-6367,2008/08/31 00:00:00+00,0756,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.718958,-117.226005
-13049540.5104,3858060.1068,331,08FG1973,08-4053,2008/06/06 00:00:00+00,1300,Marine,Marine,Yes,"Shelter Island Basin, Tributary of the Pacific Oce",San Diego,San Diego,32.718958,-117.226005
-13049540.5104,3858060.1068,332,08FG2065,08-4240,2008/06/15 00:00:00+00,1130,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.718958,-117.226005
-13049544.184,3858060.1069,333,08FG2804,08-6181,2008/08/25 00:00:00+00,1115,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.718958,-117.226038
-13049544.184,3858060.1069,334,08FG1416,08-2777,2008/04/14 00:00:00+00,0730,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.718958,-117.226038
-13049552.3104,3858896.225,335,08FG0737,08-1273,2008/02/12 00:00:00+00,0930,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.725277,-117.226111
-13049594.0551,3857391.943,336,08FG3042,08-6767,2008/09/16 00:00:00+00,1159,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.713908,-117.226486
-13049594.0551,3857391.943,337,08FG3131,08-6981,2008/09/26 00:00:00+00,0825,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.713908,-117.226486
-13049594.0551,3857391.943,338,08FG3237,08-7211,2008/10/06 00:00:00+00,0715,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.713908,-117.226486
-13049601.7361,3858302.2429,339,08FG2432,08-5340,2008/07/21 00:00:00+00,2100,Marine,Marine,Yes,"San Diego Harbor, Pacific Ocean",San Diego,San Diego,32.720788,-117.226555
-13049628.3415,3858771.9745,340,08FG0769,08-1329,2008/02/14 00:00:00+00,1138,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.724338,-117.226794
-13049708.3803,3858968.3411,341,08FG3692,08-8392,2008/11/23 00:00:00+00,0846,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.725822,-117.227513
-13049732.8705,3857253.4195,342,08FG2938,08-6502,2008/09/05 00:00:00+00,1942,Marine,Marine,Yes,San Diego Bay / Kona Marina,San Diego,San Diego,32.712861,-117.227733
-13049795.3208,3858043.5676,343,08FG0471,08-0781,2008/01/26 00:00:00+00,1300,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.718833,-117.228294
-13049810.1262,3857027.3135,344,08FG3195,08-7122,2008/10/02 00:00:00+00,0845,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.711152,-117.228427
-13049824.3752,3858490.5302,345,08FG2561,08-5638,2008/08/03 00:00:00+00,1859,Inland,Fresh Water,Yes,San Diego Bay,San Diego,San Diego,32.722211,-117.228555
-13049854.9877,3853282.3103,346,08FG2972,08-6606,2008/09/09 00:00:00+00,2030,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.682841,-117.22883
-13049887.8273,3858177.3371,347,08FG3568,08-8070,2008/11/09 00:00:00+00,1233,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.719844,-117.229125
-13049893.3932,3857970.0018,348,08FG3900,08-8833,2008/12/11 00:00:00+00,1230,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.718277,-117.229175
-13050091.2084,3864461.4466,349,08FG2458,08-5401,2008/07/24 00:00:00+00,0900,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.767325,-117.230952
-13050100.5609,3892076.9703,350,08FG3469,08-7819,2008/10/30 00:00:00+00,0728,Inland,Fresh Water,Yes,San Dieguito River that leads to Pacific Ocean,San Diego,San Diego,32.97568,-117.231036
-13050115.587,3858021.3391,351,08FG0628,08-1042,2008/02/03 00:00:00+00,1320,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.718665,-117.231171
-13050133.6205,3854102.7467,352,08FG2767,08-6105,2008/08/21 00:00:00+00,1219,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.689044,-117.231333
-13050173.1391,3856931.5274,353,08FG0695,08-1187,2008/02/08 00:00:00+00,0900,Marine,Marine,Yes,Shelton Island Basin,San Diego,San Diego,32.710428,-117.231688
-13050324.4269,3930882.129,354,08FG0043,08-0033,2008/01/03 00:00:00+00,0900,Inland,Fresh Water,Yes,San Luis Rey River,Bonsall,San Diego,33.26763,-117.233047
-13050335.8881,3853739.0123,355,08FG2775,08-6122,2008/08/21 00:00:00+00,2128,Marine,Marine,Yes,San Diego Channel/San Diego Bay,San Diego,San Diego,32.686294,-117.23315
-13050384.4235,3857407.4227,356,08FG0198,08-0292,2008/01/08 00:00:00+00,1445,Marine,Marine,Yes,SAN DIEGO HARBOR,San Diego,San Diego,32.714025,-117.233586
-13050400.454,3864506.9872,357,08FG3506,08-7907,2008/11/03 00:00:00+00,1000,Marine,Marine,Yes,"Mission Bay, Tributary of Pacific Ocean",San Diego,San Diego,32.767669,-117.23373
-13050400.454,3864506.9872,358,08FG2337,08-5114,2008/07/12 00:00:00+00,0600,Marine,Marine,Yes,Dana Landing Basin a tributary of Mission Bay,San Diego,San Diego,32.767669,-117.23373
-13050415.0365,3858562.5115,359,08FG3755,08-8509,2008/11/27 00:00:00+00,1251,Inland,Fresh Water,Yes,Storm Drain / San Diego Bay,San Diego,San Diego,32.722755,-117.233861
-13050444.4248,3856674.8667,360,08FG0247,08-0388,2008/01/12 00:00:00+00,0935,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.708488,-117.234125
-13050448.9894,3864962.6679,361,08FG1722,08-3466,2008/05/13 00:00:00+00,0938,Marine,Marine,Yes,SEAFORTH MARINA,San Diego,San Diego,32.771111,-117.234166
-13050541.83,3867684.277,362,08FG3218,08-7179,2008/10/04 00:00:00+00,0900,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.791666,-117.235
-13050545.1689,3856764.5649,363,08FG1448,08-2858,2008/04/17 00:00:00+00,1134,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.709166,-117.23503
-13050560.6428,3864597.1423,364,08FG2385,08-5227,2008/07/05 00:00:00+00,1230,Marine,Marine,Yes,Mission Bay - Pacific Ocean,San Diego,San Diego,32.76835,-117.235169
-13050560.6428,3864600.7168,365,08FG2948,08-6525,2008/09/07 00:00:00+00,1020,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.768377,-117.235169
-13050560.6428,3864600.7168,366,08FG3045,08-6770,2008/09/16 00:00:00+00,1230,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.768377,-117.235169
-13050560.6428,3864600.7168,367,08FG4073,08-9195,2008/12/28 00:00:00+00,1359,Marine,Marine,Yes,"Mission Bay, Pacific Ocean",San Diego,San Diego,32.768377,-117.235169
-13050560.6428,3864600.7168,368,08FG2635,08-5801,2008/08/11 00:00:00+00,0625,Marine,Marine,Yes,"Mission Bay, Tributary of the Pacific Ocean",San Diego,San Diego,32.768377,-117.235169
-13050560.6428,3864600.7168,369,08FG2795,08-6161,2008/08/24 00:00:00+00,1310,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.768377,-117.235169
-13050560.6428,3864600.7168,370,08FG2616,08-5762,2008/08/08 00:00:00+00,1832,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.768377,-117.235169
-13050560.6428,3864600.7168,371,08FG2623,08-5775,2008/08/09 00:00:00+00,1600,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.768377,-117.235169
-13050560.6428,3864600.7168,372,08FG2625,08-5779,2008/08/09 00:00:00+00,1830,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.768377,-117.235169
-13050560.6428,3864600.7168,373,08FG3073,08-6836,2008/09/19 00:00:00+00,1110,Marine,Marine,Yes,Mission bay,San Diego,San Diego,32.768377,-117.235169
-13050560.6428,3864600.7168,374,08FG3063,08-6817,2008/09/18 00:00:00+00,1115,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.768377,-117.235169
-13050560.6428,3864600.7168,375,08FG3088,08-6872,2008/09/21 00:00:00+00,1900,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.768377,-117.235169
-13050560.6428,3864600.7168,376,08FG3765,08-8535,2008/11/29 00:00:00+00,1130,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.768377,-117.235169
-13050560.6428,3864600.7168,377,08FG2838,08-6281,2008/08/27 00:00:00+00,1800,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.768377,-117.235169
-13050560.6428,3864600.7168,378,08FG2840,08-6289,2008/08/28 00:00:00+00,1420,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.768377,-117.235169
-13050560.6428,3864600.7168,379,08FG3012,08-6704,2008/09/13 00:00:00+00,0900,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.768377,-117.235169
-13050560.6428,3864600.7168,380,08FG2877,08-6360,2008/08/30 00:00:00+00,1400,Marine,Marine,Yes,Pacific Ocean,San Diego,San Diego,32.768377,-117.235169
-13050560.6431,3869014.526,381,08FG3415,08-7703,2008/10/25 00:00:00+00,1241,Marine,Marine,Yes,"Mission Bay, Tributary of Pacific Ocean",San Diego,San Diego,32.801711,-117.235169
-13050560.6428,3864600.7168,382,08FG3297,08-7366,2008/10/12 00:00:00+00,1330,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.768377,-117.235169
-13050560.6428,3864600.7168,383,08FG2364,08-5185,2008/07/15 00:00:00+00,1320,Marine,Marine,Yes,"Mission Bay, Tributary of Pacific Ocean",San Diego,San Diego,32.768377,-117.235169
-13050590.3646,3856050.1725,384,08FG2843,08-6299,2008/08/28 00:00:00+00,1720,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.703766,-117.235436
-13050594.3825,4019419.8735,385,08FG3716,08-8446,2008/11/16 00:00:00+00,1200,Inland,Fresh Water,Yes,Sunny Mead Channel,Moreno Valley,Riverside,33.930094,-117.235472
-13050712.4821,3855624.9972,386,08FG2060,08-4232,2008/06/14 00:00:00+00,1855,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.700552,-117.236533
-13050712.4821,3855622.3516,387,08FG1127,08-2144,2008/03/18 00:00:00+00,1218,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.700532,-117.236533
-13050724.8385,3855629.7595,388,08FG1357,08-2641,2008/04/08 00:00:00+00,1050,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.700588,-117.236644
-13050797.5301,3854072.1926,389,08FG1212,08-2323,2008/03/25 00:00:00+00,1530,Marine,Marine,Yes,San Diego Bay,Point Loma,San Diego,32.688813,-117.237297
-13050820.1274,3843358.5216,390,08FG1492,08-2962,2008/04/22 00:00:00+00,0210,Marine,Marine,Yes,Pacific Ocean,San Diego,San Diego,32.607777,-117.2375
-13050825.9171,3864133.7977,391,08FG1486,08-2947,2008/04/21 00:00:00+00,1200,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.76485,-117.237552
-13050825.9171,3864133.7977,392,08FG2286,08-4974,2008/07/07 00:00:00+00,1728,Marine,Marine,Yes,Pacific Ocean,San Diego,San Diego,32.76485,-117.237552
-13050848.1807,3857966.0323,393,08FG3715,08-8444,2008/11/25 00:00:00+00,0946,Inland,Fresh Water,Yes,Storm Drain,San Diego,San Diego,32.718247,-117.237752
-13050854.7483,3854064.521,394,08FG3404,08-7680,2008/10/24 00:00:00+00,0940,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.688755,-117.237811
-13050921.7673,3930119.2697,395,08FG3239,08-7217,2008/10/06 00:00:00+00,0930,Inland,Fresh Water,Yes,Bonsall Creek,Bonsall,San Diego,33.2619,-117.238413
-13050947.4781,3863759.0314,396,08FG2255,08-4907,2008/07/03 00:00:00+00,1303,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.762019,-117.238644
-13050964.2874,3864084.1546,397,08FG1332,08-2594,2008/04/06 00:00:00+00,1147,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.764475,-117.238795
-13050987.1073,3854731.8351,398,08FG0496,08-0819,2008/01/28 00:00:00+00,0850,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.6938,-117.239
-13050987.1063,3838340.9654,399,08FG0497,08-0825,2008/01/28 00:00:00+00,0900,Marine,Marine,Yes,San Diego Harbor,Point Loma,San Diego,32.5698,-117.239
-13051001.9129,3856519.8145,400,08FG2848,08-6310,2008/08/29 00:00:00+00,0700,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.707316,-117.239133
-13051004.0278,3853386.6636,401,08FG3661,08-8295,2008/11/18 00:00:00+00,1330,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.68363,-117.239152
-13051004.0278,3853386.6636,402,08FG3613,08-8176,2008/11/13 00:00:00+00,1430,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.68363,-117.239152
-13051004.0278,3853386.6636,403,08FG2299,08-5002,2008/07/08 00:00:00+00,1545,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.68363,-117.239152
-13051004.0278,3853386.6636,404,08FG3363,08-7550,2008/10/20 00:00:00+00,0940,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.68363,-117.239152
-13051045.2166,3864000.6225,405,08FG1645,08-3279,2008/05/05 00:00:00+00,1545,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.763844,-117.239522
-13051055.125,3878763.6347,406,08FG3116,08-6945,2008/09/24 00:00:00+00,1715,Inland,Fresh Water,Yes,Storm Drain leads to vegetation on campus,La Jolla,San Diego,32.875294,-117.239611
-13051062.4712,3864057.6784,407,08FG2046,08-4208,2008/06/13 00:00:00+00,1046,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.764275,-117.239677
-13051099.8744,3864027.4957,408,08FG2100,08-4328,2008/06/18 00:00:00+00,1404,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.764047,-117.240013
-13051154.0871,3864310.6608,409,08FG2549,08-5614,2008/08/01 00:00:00+00,1910,Marine,Marine,Yes,Iflandih Fuel Dock,San Diego,San Diego,32.766186,-117.2405
-13051154.0871,3864310.6608,410,08FG2918,08-6457,2008/09/03 00:00:00+00,2030,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.766186,-117.2405
-13051155.5342,3864315.0295,411,08FG3140,08-7004,2008/09/26 00:00:00+00,1725,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.766219,-117.240513
-13051168.8925,3863647.3054,412,08FG2307,08-5030,2008/07/09 00:00:00+00,1950,Marine,Marine,Yes,Mariners Basin,San Diego,San Diego,32.761175,-117.240633
-13051210.9713,3863619.2417,413,08FG2725,08-6010,2008/08/17 00:00:00+00,1848,Marine,Marine,Yes,MISSION BAY,SAN DIEGO,San Diego,32.760963,-117.241011
-13051241.2499,3856975.5836,414,08FG2524,08-5554,2008/07/30 00:00:00+00,1239,Inland,Fresh Water,Yes,"Storm Drain, runs to San Diego Bay",San Diego,San Diego,32.710761,-117.241283
-13051273.9883,4022870.3204,415,08FG1892,08-3871,2008/05/30 00:00:00+00,0900,Inland,Fresh Water,Yes,Storm Drain,Moreno Valley,Riverside,33.955808,-117.241577
-13051283.5516,3864004.9911,416,08FG4029,08-9107,2008/12/23 00:00:00+00,1540,Marine,Marine,Yes,Mission Bay,Mission Bay,San Diego,32.763877,-117.241663
-13051376.7259,3860697.4079,417,08FG0980,08-1806,2008/03/03 00:00:00+00,1910,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.738888,-117.2425
-13051376.7259,3860697.4079,418,08FG1051,08-1976,2008/03/11 00:00:00+00,1125,Marine,Marine,Yes,Port of San Diego,San Diego,San Diego,32.738888,-117.2425
-13051405.4465,3862166.9038,419,08FG3746,08-8494,2008/11/27 00:00:00+00,0915,Inland,Fresh Water,Yes,storm drain,San Diego,San Diego,32.749991,-117.242758
-13051507.5383,4047154.2667,420,08FG2696,08-5946,2008/08/15 00:00:00+00,0427,Inland,Fresh Water,Yes,storm drain,San Bernardino,San Bernardino,34.136561,-117.243675
-13051524.4581,4037732.42,421,08FG2338,08-5117,2008/07/12 00:00:00+00,0832,Inland,Fresh Water,Yes,"Storm Drain, unknown where it leads",Loma Linda,San Bernardino,34.066477,-117.243827
-13051562.1845,3866286.6511,422,08FG1049,08-1970,2008/03/11 00:00:00+00,0900,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.781111,-117.244166
-13051562.1846,3868493.5325,423,08FG1301,08-2524,2008/04/03 00:00:00+00,1000,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.797777,-117.244166
-13051780.4917,4017963.468,424,08FG2710,08-5983,2008/08/16 00:00:00+00,1030,Inland,Fresh Water,Yes,"Storm Drain, unknown where it runs to",Moreno Valley,Riverside,33.919238,-117.246127
-13052001.0059,3864133.4004,425,08FG2272,08-4942,2008/07/06 00:00:00+00,0830,Marine,Marine,Yes,Mariners Cove,San Diego,San Diego,32.764847,-117.248108
-13052019.2623,3864659.2318,426,08FG1401,08-2743,2008/04/12 00:00:00+00,1520,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.768819,-117.248272
-13052176.6704,3902719.7039,427,08FG3910,08-8849,2008/12/12 00:00:00+00,0415,Inland,Fresh Water,Yes,Storm Drain,Encinitas,San Diego,33.055847,-117.249686
-13052242.458,3864962.6678,428,08FG2787,08-6147,2008/08/23 00:00:00+00,1710,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.771111,-117.250277
-13052242.458,3864962.6678,429,08FG2791,08-6155,2008/08/24 00:00:00+00,0815,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.771111,-117.250277
-13052322.608,3865669.1268,430,08FG1172,08-2236,2008/03/21 00:00:00+00,1630,Marine,Marine,Yes,Land/Beach,San Diego,San Diego,32.776447,-117.250997
-13052406.5438,3879418.6966,431,08FG2156,08-4483,2008/06/23 00:00:00+00,1800,Marine,Marine,Yes,Pacific Ocean,San Diego,San Diego,32.880236,-117.251751
-13052536.2309,3877839.9561,432,08FG2698,08-5957,2008/08/15 00:00:00+00,1000,Marine,Marine,Yes,Scripps Beach/Pacific Ocean,La Jolla,San Diego,32.868325,-117.252916
-13052552.5942,3866855.6124,433,08FG0303,08-0504,2008/01/16 00:00:00+00,1418,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.785408,-117.253063
-13052643.0003,4093066.3451,434,08FG2484,08-5454,2008/07/26 00:00:00+00,1100,Inland,Fresh Water,Yes,"Mohave River, Well",Victorville,San Bernardino,34.477244,-117.253875
-13052654.6861,4050509.1316,435,08FG3845,08-8719,2008/12/06 00:00:00+00,1050,Inland,Fresh Water,Yes,Storm Drain System,San Bernardino,San Bernardino,34.161502,-117.25398
-13052860.9494,3868493.5325,436,08FG2142,08-4448,2008/06/22 00:00:00+00,1500,Marine,Marine,Yes,Mission Bay Channel,San Diego,San Diego,32.797777,-117.255833
-13052953.6776,3854192.4254,437,08FG1622,08-3241,2008/05/04 00:00:00+00,1350,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.689722,-117.256666
-13053129.6762,3893226.7109,438,08FG3704,08-8420,2008/11/24 00:00:00+00,1315,Inland,Fresh Water,Yes,Stevens Creek to San Dieguito Lagoon,Solana Beach,San Diego,32.984344,-117.258247
-13053207.6097,4045624.7898,439,08FG0903,08-1586,2008/02/25 00:00:00+00,1330,Inland,Fresh Water,Yes,Storm Drain,San Bernardino,San Bernardino,34.125188,-117.258947
-13053230.4285,4020802.6644,440,08FG2683,08-5925,2008/08/14 00:00:00+00,1320,Inland,Fresh Water,Yes,Contained at the natural drain,Moreno Valley,Riverside,33.9404,-117.259152
-13053293.8701,3853604.4995,441,08FG2158,08-4486,2008/06/21 00:00:00+00,0645,Marine,Marine,Yes,San Diego,San Diego,San Diego,32.685277,-117.259722
-13053482.7899,4021430.2485,442,08FG2483,08-5453,2008/07/26 00:00:00+00,1025,Inland,Fresh Water,Yes,Storm drain that leads to unknown location.,Moreno Valley,Riverside,33.945077,-117.261419
-13053528.8739,3988080.738,443,08FG1026,08-1916,2008/03/08 00:00:00+00,1755,Inland,Fresh Water,Yes,Canyon Lake,Lake Elsinore,Riverside,33.696188,-117.261833
-13053559.4805,3888849.5664,444,08FG3922,08-8883,2008/12/13 00:00:00+00,1030,Inland,Fresh Water,Yes,Pacific Ocean,Del Mar,San Diego,32.951355,-117.262108
